,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_neighbourhood,host_total_listings_count,host_verifications,host_identity_verified,neighbourhood,property_type,room_type,bedrooms,minimum_nights,maximum_nights,has_availability,availability_30,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,price,price_avg,price_std,beds,accommodates,reviews_per_month,availability_60,availability_90,availability_365,revenue,booking_rate,bathrooms_text,price_per_person,accom_per_bed,price_surge_percent,price_std_percent
55,"Antwerp, Belgium",within a few hours,100.0,100.0,f,host neighbourhood not available,1,"['email', 'phone', 'work_email']",t,"Antwerpen, Vlaams Gewest, Belgium",Entire rental unit,Entire home/apt,2.0,5,1125,t,21,8,0,0,4.71,4.86,4.86,5.0,5.0,4.14,4.71,f,80.08493150684932,80.08493150684932,0.5750468764639611,1.0,2.0,0.09,51,81,356,78.11232876712329,97.53424657534246,1.5 baths,40.04246575342466,2.0,0.0,0.7180462861665554
56,"Antwerp, Belgium",response not available,95.51634665282823,88.03380009657171,t,host neighbourhood not available,3,"['email', 'phone']",t,neighbourhood not available,Entire cottage,Entire home/apt,4.0,2,60,t,0,122,0,0,4.65,4.8,4.48,4.94,4.91,4.98,4.64,f,190.0,190.0,0.0,4.0,6.0,1.26,0,0,0,0.0,0.0,1 bath,31.666666666666668,1.5,0.0,0.0
57,"Dentergem, Belgium",within an hour,100.0,100.0,f,host neighbourhood not available,1,"['email', 'phone', 'work_email']",t,"Antwerpen, Vlaams Gewest, Belgium",Entire condo,Entire home/apt,2.0,1,28,t,0,5,5,0,5.0,4.8,5.0,5.0,5.0,5.0,4.8,f,125.63561643835617,125.63561643835617,7.503211214792952,2.0,4.0,0.83,1,1,136,48.895890410958906,37.26027397260274,1 bath,31.40890410958904,2.0,0.0,5.972200740125667
58,"Antwerp, Belgium",within an hour,100.0,80.0,f,host neighbourhood not available,2,"['email', 'phone', 'work_email']",t,"Antwerpen, Vlaanderen, Belgium",Entire rental unit,Entire home/apt,2.0,3,1125,t,19,7,1,0,5.0,5.0,4.8,5.0,5.0,4.8,4.8,f,89.27397260273973,89.27397260273973,6.7800213012498105,4.0,6.0,0.09,49,79,169,41.32876712328767,46.3013698630137,1 bath,14.878995433789955,1.5,0.0,7.594622602289951
59,"Antwerp, Belgium",within an hour,100.0,80.0,f,host neighbourhood not available,2,"['email', 'phone']",f,"Antwerpen, Vlaams Gewest, Belgium",Entire rental unit,Entire home/apt,1.510843373493976,2,30,t,26,32,1,1,4.56,4.72,4.63,4.9,4.97,4.67,4.73,f,105.10958904109589,105.10958904109589,7.04101337423409,1.0,2.0,0.35,56,86,361,103.9041095890411,98.9041095890411,1 bath,52.554794520547944,2.0,0.0,6.698735518299083
60,"Antwerp, Belgium",within an hour,100.0,92.0,f,host neighbourhood not available,1,"['email', 'phone']",t,"Antwerpen, Vlaams Gewest, Belgium",Entire loft,Entire home/apt,1.510843373493976,3,1125,t,5,48,4,0,4.89,4.89,4.89,4.93,4.96,4.96,4.89,f,102.75342465753425,102.75342465753425,3.142148867134787,1.0,2.0,0.5,35,53,103,28.695890410958903,28.21917808219178,1 bath,51.37671232876713,2.0,0.0,3.057950503944
61,"Antwerp, Belgium",within an hour,100.0,93.0,t,host neighbourhood not available,1,"['email', 'phone']",t,"Antwerpen, Vlaams Gewest, Belgium",Private room in loft,Private room,1.0,1,1125,t,11,157,14,0,4.68,4.8,4.8,4.94,4.93,4.83,4.71,f,60.0,60.0,0.0,1.0,2.0,1.63,31,61,308,50.63013698630137,84.38356164383562,1.5 baths,30.0,2.0,0.0,0.0
62,"Antwerp, Belgium",within an hour,100.0,100.0,t,host neighbourhood not available,1,"['email', 'phone']",t,"Antwerpen, Vlaams Gewest, Belgium",Entire condo,Entire home/apt,2.0,30,1125,t,11,102,18,0,4.86,4.94,4.96,4.91,4.93,4.68,4.84,f,95.11232876712329,95.11232876712329,0.49833381875199345,2.0,3.0,1.06,19,49,275,71.57534246575342,75.34246575342466,1 bath,31.704109589041096,1.5,0.0,0.52394240075031
63,Netherlands,a few days or more,0.0,0.0,f,host neighbourhood not available,2,"['email', 'phone']",t,neighbourhood not available,Private room in home,Private room,1.0,1,7,t,23,1,0,0,0.0,4.733232271325797,4.655092497430628,4.79267214799589,4.81198869475848,4.753273381294964,4.650775950668037,f,75.0,75.0,0.0,1.0,2.0,0.02,53,83,173,35.54794520547945,47.397260273972606,2 baths,37.5,2.0,0.0,0.0
64,"Antwerp, Belgium",within a day,100.0,50.0,f,host neighbourhood not available,1,"['email', 'phone']",t,neighbourhood not available,Entire condo,Entire home/apt,1.0,5,365,t,13,0,0,0,4.657249488752556,4.733232271325797,4.655092497430628,4.79267214799589,4.81198869475848,4.753273381294964,4.650775950668037,f,70.0,70.0,0.0,1.0,2.0,1.745327198364008,13,13,194,37.205479452054796,53.15068493150685,1.5 baths,35.0,2.0,0.0,0.0
65,"Antwerp, Belgium",within an hour,100.0,100.0,t,host neighbourhood not available,1,"['email', 'phone', 'work_email']",t,"Antwerpen, Belgium",Entire rental unit,Entire home/apt,1.0,3,1125,t,0,30,9,0,4.93,4.93,4.93,4.96,5.0,4.93,4.85,f,110.0,110.0,0.0,4.0,2.0,0.31,15,15,245,73.83561643835617,67.12328767123287,1.5 baths,55.0,0.5,0.0,0.0
66,"Antwerp, Belgium",within a few hours,100.0,89.0,f,host neighbourhood not available,2,"['email', 'phone']",f,"Antwerp, Vlaams Gewest, Belgium",Entire loft,Entire home/apt,4.0,3,1125,t,23,219,23,2,4.76,4.78,4.78,4.74,4.71,4.18,4.7,f,323.9205479452055,323.9205479452055,23.72742975494511,5.0,8.0,2.33,47,71,154,135.74246575342465,42.19178082191781,2.5 baths,40.49006849315069,1.6,0.0,7.325077061477078
67,"Antwerp, Belgium",within a day,100.0,25.0,f,host neighbourhood not available,1,"['email', 'phone']",t,"Antwerpen, Vlaanderen, Belgium",Entire home,Entire home/apt,2.0,2,50,t,0,92,1,0,4.77,4.84,4.71,4.86,4.95,4.55,4.81,f,50.0,50.0,0.0,2.0,4.0,1.11,0,7,7,0.958904109589041,1.9178082191780823,2 baths,12.5,2.0,0.0,0.0
68,"Antwerp, Belgium",within a few hours,100.0,100.0,f,host neighbourhood not available,1,"['email', 'phone', 'work_email']",t,"Antwerpen, Vlaams Gewest, Belgium",Entire rental unit,Entire home/apt,1.0,3,20,t,1,23,0,0,4.83,4.87,4.57,5.0,4.96,4.96,4.61,f,120.0,120.0,0.0,1.0,2.0,0.25,1,23,23,7.561643835616438,6.301369863013699,1 bath,60.0,2.0,0.0,0.0
69,"Antwerp, Belgium",within a few hours,100.0,91.0,t,host neighbourhood not available,2,"['email', 'phone']",t,"Antwerpen, Vlaams Gewest, Belgium",Entire rental unit,Entire home/apt,1.0,2,1125,t,12,133,20,2,4.8,4.89,4.95,4.93,4.91,4.96,4.83,f,100.42465753424658,100.42465753424658,7.506257111916515,1.0,2.0,1.42,22,43,312,85.6027397260274,85.47945205479452,1 bath,50.21232876712329,2.0,0.0,7.474516016503964
70,"Antwerp, Belgium",within a few hours,100.0,91.0,t,host neighbourhood not available,2,"['email', 'phone']",t,neighbourhood not available,Entire rental unit,Entire home/apt,2.0,2,1125,t,10,278,41,5,4.95,4.95,4.99,4.95,4.95,4.98,4.91,f,125.16438356164383,125.16438356164383,10.721260713229936,3.0,5.0,2.94,21,34,261,89.20547945205479,71.5068493150685,1.5 baths,25.032876712328765,1.6666666666666667,0.0,8.56574403048906
71,"Antwerp, Belgium",within a few hours,100.0,91.0,t,host neighbourhood not available,1,"['email', 'phone']",t,"Antwerpen, Vlaams Gewest, Belgium",Private room in home,Private room,1.0,2,1125,t,20,212,27,2,4.84,4.89,4.97,4.93,4.91,4.78,4.79,f,110.0,110.0,0.0,2.0,3.0,2.25,50,80,159,47.917808219178085,43.56164383561644,1 private bath,36.666666666666664,1.5,0.0,0.0
72,"Antwerp, Belgium",within an hour,100.0,88.0,t,host neighbourhood not available,3,"['email', 'phone']",t,"Antwerpen, Vlaams Gewest, Belgium",Entire rental unit,Entire home/apt,1.0,3,65,t,0,77,12,0,4.81,4.82,4.75,4.87,4.91,4.64,4.78,t,86.43835616438356,86.43835616438356,3.713601009157562,1.0,2.0,0.82,1,25,115,27.164383561643834,31.506849315068493,1 bath,43.21917808219178,2.0,0.0,4.296242054968336
73,"Antwerp, Belgium",response not available,95.51634665282823,82.0,t,host neighbourhood not available,1,"['email', 'phone', 'work_email']",t,"Antwerpen, Vlaams Gewest, Belgium",Entire rental unit,Entire home/apt,1.0,2,31,t,0,109,8,0,4.86,4.91,4.98,4.86,4.92,4.89,4.85,f,103.2904109589041,103.2904109589041,9.32107626525697,1.0,2.0,1.15,0,0,51,13.726027397260275,13.972602739726028,1 bath,51.64520547945205,2.0,0.0,9.024144815306741
74,"Antwerp, Belgium",response not available,95.51634665282823,88.03380009657171,f,host neighbourhood not available,1,"['email', 'phone']",t,"Antwerpen, Vlaams Gewest, Belgium",Entire home,Entire home/apt,1.0,1,1125,t,0,34,0,0,4.71,4.88,4.91,4.94,4.97,4.26,4.68,f,70.0,70.0,0.0,1.0,2.0,0.36,0,0,0,0.0,0.0,1 bath,35.0,2.0,0.0,0.0
75,"Schilde, Belgium",response not available,95.51634665282823,100.0,f,host neighbourhood not available,1,"['email', 'phone']",f,neighbourhood not available,Entire condo,Entire home/apt,3.0,3,365,t,0,1,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,210.0,210.0,0.0,3.0,5.0,0.2,0,0,0,0.0,0.0,1.5 baths,42.0,1.6666666666666667,0.0,0.0
76,"Deurne, Belgium",within a day,100.0,27.0,f,host neighbourhood not available,2,"['email', 'phone']",t,"Antwerpen, Vlaams Gewest, Belgium",Entire rental unit,Entire home/apt,1.0,1,1125,t,2,45,3,0,4.68,4.79,4.88,4.91,4.8,4.7,4.7,f,79.0,79.0,0.0,3.0,3.0,0.48,2,30,294,63.632876712328766,80.54794520547945,1 bath,26.333333333333332,1.0,0.0,0.0
77,"Antwerp, Belgium",within an hour,100.0,93.0,f,host neighbourhood not available,4,"['email', 'phone']",t,"Antwerpen, Vlaams Gewest, Belgium",Entire rental unit,Entire home/apt,1.0,1,30,t,18,59,2,0,4.76,4.78,4.67,4.91,4.95,4.48,4.79,f,85.0,85.0,0.0,2.0,2.0,0.74,48,78,353,82.20547945205479,96.7123287671233,1.5 baths,42.5,1.0,0.0,0.0
78,"Arendonk, Belgium",within a few hours,100.0,100.0,f,host neighbourhood not available,1,"['email', 'phone']",t,"Antwerpen, Vlaams Gewest, Belgium",Entire loft,Entire home/apt,1.0,3,1125,t,19,32,4,0,4.8,4.83,4.83,4.9,4.93,4.93,4.67,f,153.3232876712329,153.3232876712329,21.08224684464793,1.0,2.0,0.35,49,63,152,54.391780821917806,41.64383561643836,1.5 baths,76.66164383561645,2.0,0.0,13.750192266848622
79,"Antwerp, Belgium",within a few hours,100.0,50.0,f,host neighbourhood not available,5,"['email', 'phone']",t,"Antwerpen, Vlaams Gewest, Belgium",Entire rental unit,Entire home/apt,1.0,1,1125,t,7,18,0,0,4.35,4.53,4.41,4.59,4.53,4.76,4.53,f,135.0,135.0,0.0,2.0,3.0,0.21,22,52,327,120.94520547945206,89.58904109589041,1 bath,45.0,1.5,0.0,0.0
80,"Antwerp, Belgium",response not available,95.51634665282823,67.0,f,host neighbourhood not available,4,"['email', 'phone']",t,"Antwerp, Flanders, Belgium",Private room,Private room,1.0,10,1125,t,1,30,2,0,4.37,4.43,4.31,4.97,4.83,4.45,4.5,f,22.0,22.0,0.0,1.0,1.0,0.32,2,2,68,4.098630136986301,18.63013698630137,1 shared bath,22.0,1.0,0.0,0.0
81,"Antwerp, Belgium",response not available,95.51634665282823,100.0,f,host neighbourhood not available,1,"['email', 'phone']",t,"Antwerpen, Flanders/Vlaanderen, Belgium",Entire rental unit,Entire home/apt,1.0,2,1125,t,0,80,13,0,4.94,4.89,4.99,4.93,4.91,4.89,4.83,f,79.0,79.0,0.0,2.0,4.0,1.72,0,0,0,0.0,0.0,1.5 baths,19.75,2.0,0.0,0.0
82,"Antwerpen, Belgium",within an hour,100.0,83.0,t,host neighbourhood not available,1,"['email', 'phone']",t,"Antwerp, Flanders, Belgium",Entire rental unit,Entire home/apt,2.0,2,1125,t,21,85,10,1,4.96,4.94,4.96,4.98,4.99,5.0,4.83,f,150.46027397260275,150.46027397260275,28.49892392284134,2.0,4.0,0.91,49,70,314,128.23835616438356,86.02739726027397,1.5 baths,37.61506849315069,2.0,0.0,18.941161790008902
83,"Antwerp, Belgium",within an hour,100.0,86.0,t,host neighbourhood not available,12,"['email', 'phone']",t,"Antwerpen, Vlaams Gewest, Belgium",Private room in home,Private room,1.0,14,730,t,4,9,0,0,4.67,4.56,4.67,4.89,4.89,4.67,4.89,f,17.0,17.0,0.0,1.0,1.0,0.1,4,28,303,14.112328767123287,83.01369863013699,1.5 baths,17.0,1.0,0.0,0.0
84,"Antwerp, Belgium",within an hour,100.0,100.0,t,host neighbourhood not available,3,"['email', 'phone']",t,"Antwerpen, Vlaams Gewest, Belgium",Entire rental unit,Entire home/apt,1.0,2,1125,t,6,401,67,7,4.76,4.85,4.85,4.92,4.94,4.79,4.76,t,63.2,63.2,4.424705863446983,1.0,3.0,4.3,25,49,307,53.66027397260274,84.10958904109589,1 bath,21.066666666666666,3.0,0.0,7.001116872542694
85,"Antwerp, Belgium",within a day,100.0,55.0,f,host neighbourhood not available,1,"['email', 'phone']",t,"Antwerpen, Vlaams Gewest, Belgium",Private room in townhouse,Private room,1.0,1,1125,t,16,52,12,1,4.8,4.88,4.86,4.96,4.94,4.53,4.78,f,55.0,55.0,0.0,1.0,2.0,0.56,46,76,166,25.013698630136986,45.47945205479452,1.5 shared baths,27.5,2.0,0.0,0.0
86,"Antwerp, Belgium",within a few hours,100.0,62.0,f,host neighbourhood not available,1,"['email', 'phone']",f,"Antwerp, Flanders, Belgium",Entire rental unit,Entire home/apt,1.510843373493976,5,1125,t,0,53,3,0,4.62,4.86,4.88,4.92,4.9,4.58,4.66,f,85.0,85.0,0.0,1.0,2.0,0.57,8,19,212,49.36986301369863,58.082191780821915,1 bath,42.5,2.0,0.0,0.0
87,"Antwerp, Belgium",within a few hours,100.0,79.0,f,host neighbourhood not available,8,"['email', 'phone', 'work_email']",t,neighbourhood not available,Private room in rental unit,Private room,1.0,2,1125,t,0,101,0,0,4.58,4.66,4.44,4.81,4.81,4.44,4.49,f,35.0,35.0,0.0,1.0,9.0,1.09,0,0,0,0.0,0.0,1 shared bath,3.888888888888889,9.0,0.0,0.0
88,"Antwerp, Belgium",within an hour,100.0,85.0,t,host neighbourhood not available,7,"['email', 'phone', 'work_email']",t,"Antwerp, Flanders, Belgium",Private room in townhouse,Private room,1.0,3,1125,t,26,304,13,0,4.86,4.91,4.89,4.94,4.96,4.83,4.82,f,48.30684931506849,48.30684931506849,0.9042525854099953,2.0,2.0,3.31,56,86,361,47.75890410958904,98.9041095890411,1.5 shared baths,24.153424657534245,1.0,0.0,1.8718931129460543
89,France,within a few hours,100.0,91.0,t,host neighbourhood not available,2,"['email', 'phone', 'work_email']",t,"Antwerpen, Vlaams Gewest, Belgium",Private room in rental unit,Private room,2.0,7,180,t,5,113,4,0,4.91,4.91,4.9,4.95,4.95,4.47,4.81,f,54.42465753424658,54.42465753424658,2.2600071004166025,2.0,4.0,1.23,25,55,55,8.219178082191782,15.068493150684931,1.5 shared baths,13.606164383561644,2.0,0.0,4.152542620951723
90,"Antwerp, Belgium",within an hour,100.0,93.0,f,host neighbourhood not available,1,"['email', 'phone']",t,"Antwerp, Flanders, Belgium",Entire rental unit,Entire home/apt,1.0,2,2,t,0,28,9,1,4.96,4.86,4.96,4.96,4.89,4.54,4.89,f,99.13698630136986,99.13698630136986,2.61711961295107,1.0,2.0,0.3,0,0,0,0.0,0.0,1.5 baths,49.56849315068493,2.0,0.0,2.6399023317041332
91,"Antwerp, Belgium",within an hour,100.0,95.0,t,host neighbourhood not available,1,"['email', 'phone', 'work_email']",t,"Antwerpen, Vlaams Gewest, Belgium",Entire townhouse,Entire home/apt,5.0,2,60,t,17,140,19,0,4.95,4.9,4.88,4.93,4.91,4.68,4.85,f,763.3150684931506,763.3150684931506,100.95735100955348,6.0,10.0,1.55,34,51,145,328.13698630136986,39.726027397260275,3.5 baths,76.33150684931506,1.6666666666666667,0.0,13.226170316387432
92,"Antwerp, Belgium",within an hour,100.0,85.0,t,host neighbourhood not available,7,"['email', 'phone', 'work_email']",t,"Antwerpen, Vlaams Gewest, Belgium",Private room in home,Private room,1.0,14,1125,t,26,171,9,0,4.87,4.89,4.88,4.95,4.98,4.82,4.85,f,42.56986301369863,42.56986301369863,0.9040028401666418,2.0,1.0,1.88,56,86,361,42.0986301369863,98.9041095890411,1.5 shared baths,42.56986301369863,0.5,0.0,2.123574698550806
93,"London, United Kingdom",within a few hours,100.0,88.0,t,host neighbourhood not available,2,"['email', 'phone']",t,neighbourhood not available,Entire rental unit,Entire home/apt,2.0,2,1125,t,29,48,6,0,4.68,4.78,4.78,4.74,4.67,4.46,4.65,f,89.95342465753424,89.95342465753424,8.703006967276725,1.0,2.0,0.52,59,89,364,89.7095890410959,99.72602739726028,1 bath,44.97671232876712,2.0,0.0,9.675014598288321
94,"'s-Hertogenbosch, Netherlands",within a day,80.0,76.0,f,host neighbourhood not available,5,"['email', 'phone']",t,"Antwerpen, Vlaanderen, Belgium",Entire rental unit,Entire home/apt,1.0,2,1125,t,9,55,13,0,4.36,4.58,4.44,4.76,4.78,4.87,4.35,f,67.84931506849315,67.84931506849315,4.520014200833205,2.0,3.0,0.62,12,24,146,27.15068493150685,40.0,1 bath,22.616438356164384,1.5,0.0,6.661842048472116
95,"Antwerp, Belgium",within an hour,100.0,85.0,t,host neighbourhood not available,7,"['email', 'phone', 'work_email']",t,"Antwerpen, Vlaams Gewest, Belgium",Private room in home,Private room,1.0,10,1125,t,30,17,4,0,5.0,4.94,4.88,4.88,4.94,4.88,4.82,f,49.0,49.0,0.0,1.0,1.0,0.19,60,90,365,49.0,100.0,1.5 shared baths,49.0,1.0,0.0,0.0
96,"Antwerp, Belgium",within a few hours,100.0,21.0,f,host neighbourhood not available,2,"['email', 'phone']",t,"Antwerp, Flanders, Belgium",Entire rental unit,Entire home/apt,1.0,20,1125,t,0,48,0,0,4.45,4.64,4.3,4.82,4.77,4.61,4.45,f,58.0,58.0,0.0,1.0,2.0,0.53,0,0,272,43.221917808219175,74.52054794520548,1 bath,29.0,2.0,0.0,0.0
97,"Antwerp, Belgium",response not available,95.51634665282823,88.03380009657171,f,host neighbourhood not available,2,"['email', 'phone', 'work_email']",t,neighbourhood not available,Entire rental unit,Entire home/apt,2.0,2,1125,t,0,16,0,0,5.0,5.0,5.0,5.0,5.0,5.0,4.8,f,70.0,70.0,0.0,2.0,2.0,0.31,0,0,0,0.0,0.0,1.5 baths,35.0,1.0,0.0,0.0
98,"Antwerp, Belgium",within an hour,100.0,100.0,f,host neighbourhood not available,2,"['email', 'phone']",t,"Antwerpen, Vlaams Gewest, Belgium",Entire rental unit,Entire home/apt,1.510843373493976,2,1125,t,0,22,0,0,4.33,4.71,4.38,4.67,4.86,4.67,4.62,f,60.6986301369863,60.6986301369863,9.040028401666412,2.0,3.0,0.25,0,13,201,33.35616438356164,55.06849315068493,1 bath,20.232876712328768,1.5,0.0,14.89329887884559
99,"Antwerp, Belgium",within an hour,100.0,85.0,t,host neighbourhood not available,7,"['email', 'phone', 'work_email']",t,"Antwerpen, Vlaams Gewest, Belgium",Private room in townhouse,Private room,1.0,2,1125,t,15,215,13,0,4.87,4.93,4.87,4.97,4.95,4.81,4.83,f,48.05205479452055,48.05205479452055,0.33972742347953094,1.0,2.0,2.37,45,75,350,46.054794520547944,95.8904109589041,1.5 shared baths,24.026027397260275,2.0,0.0,0.7069987432010307
100,"Antwerp, Belgium",within a few hours,100.0,88.03380009657171,f,host neighbourhood not available,1,"['email', 'phone']",t,"Antwerpen, Vlaams Gewest, Belgium",Entire rental unit,Entire home/apt,1.0,7,200,t,0,136,0,0,4.69,4.84,4.63,4.87,4.9,4.63,4.74,f,48.016438356164386,48.016438356164386,0.1954240940793673,1.0,2.0,1.73,0,0,0,0.0,0.0,1 bath,24.008219178082193,2.0,0.0,0.40699414777455817
101,"Stekene, Belgium",within an hour,100.0,99.0,f,host neighbourhood not available,3,"['email', 'phone']",t,"Antwerpen, Vlaams Gewest, Belgium",Entire rental unit,Entire home/apt,1.0,2,1125,t,18,348,43,2,4.64,4.8,4.66,4.86,4.82,4.44,4.72,f,73.12328767123287,73.12328767123287,1.988602175416912,1.0,2.0,3.85,48,71,346,69.40821917808219,94.79452054794521,1.5 baths,36.56164383561644,2.0,0.0,2.7195196479099772
102,"Antwerp, Belgium",within a day,100.0,88.0,t,host neighbourhood not available,2,"['email', 'phone', 'work_email']",t,"Antwerpen, Vlaams Gewest, Belgium",Entire condo,Entire home/apt,2.0,25,1125,t,0,36,4,0,4.77,4.89,4.83,4.94,5.0,4.77,4.74,f,114.95890410958904,114.95890410958904,0.4520513732712987,1.0,3.0,0.4,0,0,240,75.61643835616438,65.75342465753424,1.5 baths,38.31963470319635,3.0,0.0,0.3932286731268447
103,"Antwerp, Belgium",within an hour,100.0,97.0,t,host neighbourhood not available,1,"['email', 'phone']",t,neighbourhood not available,Entire rental unit,Entire home/apt,1.0,2,1125,t,0,124,22,0,4.84,4.85,4.85,4.91,4.94,4.14,4.82,f,60.33424657534247,60.33424657534247,0.6184478928547067,1.0,2.0,1.37,0,0,0,0.0,0.0,1 bath,30.167123287671235,2.0,0.0,1.0250362405411313
104,"Amsterdam, Netherlands",within an hour,100.0,87.0,t,Buitenveldert-Oost,13,"['email', 'phone', 'work_email']",t,"Antwerpen, Vlaanderen, Belgium",Entire rental unit,Entire home/apt,5.0,3,1000,t,1,92,8,0,4.66,4.75,4.55,4.82,4.82,4.51,4.61,f,173.36712328767123,173.36712328767123,44.86863626797617,4.0,6.0,1.13,1,1,14,7.632876712328767,3.8356164383561646,3.5 baths,28.894520547945206,1.5,0.0,25.88070645523997
105,"Antwerp, Belgium",within an hour,100.0,90.0,f,host neighbourhood not available,2,"['email', 'phone']",t,"Antwerpen, Vlaams Gewest, Belgium",Entire rental unit,Entire home/apt,1.0,3,7,t,25,49,1,0,4.47,4.62,4.24,4.64,4.67,4.64,4.47,f,99.41095890410959,99.41095890410959,3.491888624496624,1.0,2.0,0.55,55,85,360,97.64383561643835,98.63013698630137,1 bath,49.705479452054796,2.0,0.0,3.5125791592704085
106,"Antwerp, Belgium",within a few hours,100.0,88.03380009657171,f,host neighbourhood not available,4,"['email', 'phone']",t,neighbourhood not available,Entire villa,Entire home/apt,3.0,4,1125,t,29,20,0,0,4.9,4.8,4.8,4.85,4.9,4.55,4.8,f,500.0,500.0,0.0,3.0,6.0,0.23,59,89,364,498.63013698630135,99.72602739726028,3 baths,83.33333333333333,2.0,0.0,0.0
107,"Antwerp, Belgium",a few days or more,0.0,0.0,f,host neighbourhood not available,1,"['email', 'phone', 'work_email']",t,"Antwerpen, Vlaanderen, Belgium",Entire rental unit,Entire home/apt,1.0,100,1125,t,0,120,0,0,4.78,4.76,4.53,4.9,4.93,4.85,4.66,f,63.0,63.0,0.0,1.0,2.0,1.34,1,1,27,4.66027397260274,7.397260273972603,1 bath,31.5,2.0,0.0,0.0
108,"Antwerp, Belgium",within an hour,100.0,100.0,t,host neighbourhood not available,4,"['email', 'phone']",t,"Antwerpen, Vlaams Gewest, Belgium",Entire rental unit,Entire home/apt,1.0,2,1125,t,17,426,64,3,4.83,4.88,4.81,4.91,4.9,4.93,4.84,t,692.8082191780821,692.8082191780821,2065.340116853374,1.0,2.0,4.75,33,40,92,19.232876712328768,25.205479452054796,1 bath,346.40410958904107,2.0,0.0,298.1113762339028
109,"Bergen, Netherlands",within a day,80.0,71.0,t,host neighbourhood not available,3,"['email', 'phone']",t,"Antwerpen, Vlaams Gewest, Belgium",Entire rental unit,Entire home/apt,2.0,5,1125,t,20,61,2,0,4.85,4.9,4.69,4.87,4.92,4.82,4.77,f,128.02739726027397,128.02739726027397,28.592424168920807,2.0,4.0,0.69,50,74,349,120.08219178082192,95.61643835616438,2 baths,32.00684931506849,2.0,0.0,22.333051191217837
110,"Antwerp, Belgium",within an hour,100.0,99.0,f,host neighbourhood not available,6,"['email', 'phone']",t,"Antwerpen, Vlaams Gewest, Belgium",Entire rental unit,Entire home/apt,2.0,1,1125,t,13,154,14,0,4.74,4.74,4.77,4.9,4.88,4.92,4.74,t,167.64383561643837,167.64383561643837,17.617244504432247,1.0,4.0,1.8,40,62,333,152.24657534246575,91.23287671232877,1 bath,41.91095890410959,4.0,0.0,10.508733852129057
111,"Antwerp, Belgium",within an hour,100.0,100.0,f,host neighbourhood not available,3,"['email', 'phone']",t,"Antwerpen, Vlaams Gewest, Belgium",Entire rental unit,Entire home/apt,1.0,1,365,t,0,49,49,3,4.65,4.8,4.76,4.78,4.84,4.92,4.67,f,72.98082191780821,72.98082191780821,6.473289530414425,2.0,3.0,4.92,1,1,1,0.23013698630136986,0.273972602739726,1 bath,24.326940639269406,1.5,0.0,8.869850133648416
112,"Antwerp, Belgium",within an hour,100.0,64.0,f,host neighbourhood not available,1,"['email', 'phone', 'work_email']",t,"Antwerpen, Vlaanderen, Belgium",Entire loft,Entire home/apt,2.0,1,1125,t,27,26,7,0,4.58,4.83,4.54,4.96,4.79,4.58,4.38,f,187.68493150684932,187.68493150684932,19.187390485300607,2.0,4.0,0.4,57,87,197,108.28767123287672,53.97260273972603,2 baths,46.92123287671233,2.0,0.0,10.223191777439196
113,"Antwerp, Belgium",within a few hours,100.0,79.0,f,host neighbourhood not available,8,"['email', 'phone', 'work_email']",t,"Antwerpen, Vlaams Gewest, Belgium",Yurt,Entire home/apt,1.0,2,1125,t,0,193,0,0,4.59,4.61,4.2,4.81,4.83,4.44,4.53,f,36.0,36.0,0.0,4.0,9.0,2.17,0,0,242,23.86849315068493,66.3013698630137,1 bath,4.0,2.25,0.0,0.0
114,"Antwerp, Belgium",within an hour,100.0,100.0,t,host neighbourhood not available,2,['phone'],t,neighbourhood not available,Entire rental unit,Entire home/apt,2.0,2,1125,t,11,70,48,3,4.86,4.87,4.93,4.99,4.99,4.74,4.81,t,86.95068493150686,86.95068493150686,8.638832645365639,2.0,4.0,2.31,21,47,47,10.126027397260273,12.876712328767123,1.5 baths,21.737671232876714,2.0,0.0,9.935324433810562
115,"Antwerp, Belgium",within a few hours,100.0,83.0,t,host neighbourhood not available,4,"['email', 'phone']",f,"Antwerpen, Vlaanderen, Belgium",Private room in home,Private room,2.0,5,1125,t,14,1,0,0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,f,35.0,35.0,0.0,2.0,1.0,0.04,44,74,74,7.095890410958904,20.273972602739725,1 shared bath,35.0,0.5,0.0,0.0
