,host_location,host_response_time,host_response_rate,host_acceptance_rate,host_is_superhost,host_neighbourhood,host_total_listings_count,host_verifications,host_identity_verified,neighbourhood,property_type,room_type,bedrooms,minimum_nights,maximum_nights,has_availability,availability_30,number_of_reviews,number_of_reviews_ltm,number_of_reviews_l30d,review_scores_rating,review_scores_accuracy,review_scores_cleanliness,review_scores_checkin,review_scores_communication,review_scores_location,review_scores_value,instant_bookable,price,price_avg,price_std,beds,accommodates,reviews_per_month,availability_60,availability_90,availability_365,revenue,booking_rate,bathrooms_text,price_per_person,accom_per_bed,price_surge_percent,price_std_percent
1064,host location not available,within an hour,100.0,100.0,f,host neighbourhood not available,6,"['email', 'phone']",t,"Antwerpen, Vlaanderen, Belgium",Entire loft,Entire home/apt,3.0,2,1125,t,18,130,70,4,4.37,4.38,4.01,4.7,4.81,4.6,4.46,f,105.22191780821917,105.22191780821917,9.590377597662846,3.0,6.0,5.52,40,64,301,85.76986301369863,82.46575342465754,2.5 baths,17.53698630136986,2.0,0.0,9.114429576490494
1065,host location not available,within a few hours,100.0,100.0,f,host neighbourhood not available,1,"['email', 'phone']",f,"Antwerpen, Vlaanderen, Belgium",Private room in townhouse,Private room,1.0,1,1125,t,23,23,2,0,4.78,4.7,4.74,4.78,4.83,4.61,4.48,f,125.27397260273973,125.27397260273973,2.6063124658369343,1.0,2.0,0.98,52,78,318,109.04109589041096,87.12328767123287,1.5 baths,62.636986301369866,2.0,0.0,2.080489994599193
1066,"Antwerp, Belgium",within an hour,100.0,88.0,t,host neighbourhood not available,3,"['email', 'phone']",t,"Antwerpen, Vlaanderen, Belgium",Entire rental unit,Entire home/apt,1.0,3,65,t,28,22,6,0,4.68,4.64,4.64,4.82,4.77,4.32,4.77,t,85.54794520547945,85.54794520547945,1.5640281177246196,1.0,2.0,0.94,45,75,165,38.945205479452056,45.20547945205479,1 bath,42.773972602739725,2.0,0.0,1.828247439453919
1067,"Wuppertal, Germany",response not available,95.51634665282823,88.03380009657171,f,host neighbourhood not available,11,['phone'],t,neighbourhood not available,Entire rental unit,Entire home/apt,1.0,4,1125,t,0,0,0,0,4.657249488752556,4.733232271325797,4.655092497430628,4.79267214799589,4.81198869475848,4.753273381294964,4.650775950668037,f,39.797260273972604,39.797260273972604,4.4230282936543635,2.0,2.0,1.745327198364008,0,0,0,0.0,0.0,1.5 baths,19.898630136986302,1.0,0.0,11.113901467601835
1068,host location not available,within an hour,82.0,100.0,f,host neighbourhood not available,14,"['email', 'phone']",t,"Antwerpen, Vlaanderen, Belgium",Entire rental unit,Entire home/apt,1.0,1,90,t,19,106,72,1,4.45,4.52,4.73,4.76,4.49,4.84,4.45,t,706.3780821917808,706.3780821917808,413.42725892155295,1.0,2.0,4.59,49,79,169,196.08767123287672,46.3013698630137,1 bath,353.1890410958904,2.0,0.0,58.52775862449649
1069,"Antwerp, Belgium",within a few hours,100.0,50.0,f,host neighbourhood not available,1,"['email', 'phone']",t,"Antwerpen, Vlaams Gewest, Belgium",Entire loft,Entire home/apt,1.0,60,1125,t,0,0,0,0,4.657249488752556,4.733232271325797,4.655092497430628,4.79267214799589,4.81198869475848,4.753273381294964,4.650775950668037,t,105.0,105.0,0.0,1.0,2.0,1.745327198364008,27,57,332,95.5068493150685,90.95890410958904,1.5 baths,52.5,2.0,0.0,0.0
1070,"Antwerp, Belgium",response not available,95.51634665282823,100.0,f,host neighbourhood not available,1,"['email', 'phone']",t,"Antwerpen, Vlaanderen, Belgium",Entire rental unit,Entire home/apt,1.0,2,365,t,1,7,4,0,5.0,5.0,4.43,5.0,5.0,4.86,4.71,f,117.04109589041096,117.04109589041096,37.166257870149515,3.0,6.0,0.42,1,1,122,39.0958904109589,33.42465753424658,1 bath,19.506849315068493,2.0,0.0,31.75487856414928
1071,host location not available,within a day,100.0,60.0,f,host neighbourhood not available,3,['phone'],t,neighbourhood not available,Private room in bed and breakfast,Private room,1.510843373493976,2,365,t,29,6,1,0,4.17,4.5,4.5,4.83,4.67,4.33,3.67,f,175.0,175.0,0.0,2.0,4.0,0.27,59,89,364,174.5205479452055,99.72602739726028,1 private bath,43.75,2.0,0.0,0.0
1072,host location not available,within an hour,100.0,100.0,f,host neighbourhood not available,1,['phone'],t,neighbourhood not available,Entire townhouse,Entire home/apt,4.0,2,1125,t,12,90,61,3,4.72,4.78,4.56,4.91,4.98,4.81,4.74,t,84.40547945205479,84.40547945205479,9.976619513947977,6.0,7.0,3.98,31,37,37,8.76986301369863,10.136986301369863,1 bath,12.057925636007827,1.1666666666666667,0.0,11.819871859877344
1073,"Antwerp, Belgium",within a day,100.0,78.0,f,host neighbourhood not available,1,"['email', 'phone', 'work_email']",t,neighbourhood not available,Entire rental unit,Entire home/apt,1.0,14,1125,t,6,17,4,0,4.88,4.88,4.88,4.94,4.94,4.18,4.76,f,75.0,75.0,0.0,2.0,3.0,0.79,16,46,136,27.945205479452056,37.26027397260274,1 bath,25.0,1.5,0.0,0.0
1074,"Antwerp, Belgium",within a day,80.0,64.0,f,host neighbourhood not available,26,"['email', 'phone']",t,neighbourhood not available,Entire rental unit,Entire home/apt,1.510843373493976,28,1125,t,0,3,2,0,4.67,5.0,4.67,4.33,4.33,5.0,4.67,f,65.0,65.0,0.0,2.2309437386569875,2.0,0.16,14,14,268,47.726027397260275,73.42465753424658,1 bath,32.5,1.8929883176412219,0.0,0.0
1075,"Brussels, Belgium",within an hour,100.0,60.0,f,host neighbourhood not available,2,"['email', 'phone', 'work_email']",t,neighbourhood not available,Entire condo,Entire home/apt,2.0,7,1125,t,0,4,2,0,4.75,4.5,4.5,4.5,4.75,4.75,4.75,f,70.54794520547945,70.54794520547945,4.619122626986977,1.0,2.0,0.2,14,44,134,25.78082191780822,36.71232876712329,1 bath,35.273972602739725,2.0,0.0,6.547494209127171
1076,"Brasschaat, Belgium",within a few hours,100.0,94.0,t,host neighbourhood not available,2,"['email', 'phone']",t,"Antwerpen, Vlaams Gewest, Belgium",Entire rental unit,Entire home/apt,1.0,2,72,t,21,23,23,1,4.91,4.91,4.91,5.0,5.0,4.96,4.83,f,166.94246575342467,166.94246575342467,19.324711716202838,1.0,2.0,1.98,50,50,115,44.605479452054794,31.506849315068493,1.5 baths,83.47123287671234,2.0,0.0,11.575671671667765
1077,"Antwerp, Belgium",within an hour,100.0,100.0,f,host neighbourhood not available,123,"['email', 'phone']",t,"Antwerpen, Vlaanderen, Belgium",Entire rental unit,Entire home/apt,2.0,1,5,t,11,78,40,0,4.4,4.38,4.35,4.69,4.69,4.81,4.44,t,74.77534246575343,74.77534246575343,34.838070391131744,3.0,7.0,3.63,25,51,318,66.52602739726028,87.12328767123287,1.5 baths,10.682191780821919,2.3333333333333335,0.0,46.59031873653716
1078,"Brussels, Belgium",within an hour,100.0,100.0,f,host neighbourhood not available,1,"['email', 'phone']",t,"Antwerpen, Vlaams Gewest, Belgium",Entire condo,Entire home/apt,1.0,2,20,t,15,2,2,2,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,93.03835616438356,93.03835616438356,3.407112395093296,2.0,4.0,2.0,32,58,324,82.97808219178083,88.76712328767124,1 bath,23.25958904109589,2.0,0.0,3.6620513684415124
1079,"Waulsort, Belgium",within an hour,100.0,100.0,t,host neighbourhood not available,2,"['email', 'phone']",t,"Antwerpen, Vlaanderen, Belgium",Entire rental unit,Entire home/apt,1.510843373493976,2,1125,t,5,25,13,0,4.68,4.92,4.92,5.0,5.0,4.52,4.68,t,85.1041095890411,85.1041095890411,0.6462993463559354,1.0,2.0,1.26,13,20,54,12.638356164383561,14.794520547945206,1 bath,42.55205479452055,2.0,0.0,0.7594220178988392
1080,"Ghent, Belgium",within a day,86.0,65.0,f,host neighbourhood not available,1,"['email', 'phone']",t,neighbourhood not available,Entire rental unit,Entire home/apt,1.0,3,30,t,11,19,15,0,4.84,4.84,4.84,4.95,4.95,4.89,4.58,f,130.16438356164383,130.16438356164383,1.2732853006580624,1.0,2.0,0.91,11,11,11,4.082191780821918,3.0136986301369864,1.5 baths,65.08219178082192,2.0,0.0,0.9782132913916919
1081,"Antwerp, Belgium",within a few hours,100.0,94.0,t,host neighbourhood not available,4,"['email', 'phone']",t,neighbourhood not available,Entire rental unit,Entire home/apt,3.0,4,365,t,26,39,24,1,5.0,4.95,4.97,5.0,5.0,4.95,4.85,f,335.18630136986303,335.18630136986303,53.27451536763308,3.0,6.0,1.82,56,80,80,78.02739726027397,21.91780821917808,3 baths,55.86438356164384,2.0,0.0,15.894001380696954
1082,"Antwerp, Belgium",within an hour,100.0,99.0,t,host neighbourhood not available,2,"['email', 'phone']",t,"Antwerpen, Vlaanderen, Belgium",Entire rental unit,Entire home/apt,2.0,2,1125,t,0,47,1,0,4.96,4.87,4.94,4.83,4.89,4.87,4.87,t,87.58630136986301,87.58630136986301,8.93482683174787,2.0,4.0,2.1,0,0,0,0.0,0.0,1.5 baths,21.896575342465752,2.0,0.0,10.201169237661398
1083,host location not available,response not available,95.51634665282823,88.03380009657171,f,host neighbourhood not available,2,"['email', 'phone']",t,neighbourhood not available,Entire loft,Entire home/apt,1.0,2,1125,t,26,1,0,0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,f,145.0,145.0,0.0,1.0,2.0,0.06,56,86,176,69.91780821917808,48.21917808219178,1.5 baths,72.5,2.0,0.0,0.0
1084,"Antwerp, Belgium",response not available,95.51634665282823,88.03380009657171,f,host neighbourhood not available,1,"['email', 'phone']",t,neighbourhood not available,Entire rental unit,Entire home/apt,1.0,90,1125,t,30,0,0,0,4.657249488752556,4.733232271325797,4.655092497430628,4.79267214799589,4.81198869475848,4.753273381294964,4.650775950668037,f,85.0,85.0,0.0,1.0,2.0,1.745327198364008,60,90,365,85.0,100.0,1.5 baths,42.5,2.0,0.0,0.0
1085,"Antwerp, Belgium",within an hour,100.0,100.0,t,host neighbourhood not available,1,"['email', 'phone', 'work_email']",t,"Antwerpen, Vlaanderen, Belgium",Entire rental unit,Entire home/apt,1.0,2,1125,t,17,80,58,3,4.93,4.98,4.96,4.99,5.0,4.98,4.94,f,95.04931506849314,95.04931506849314,2.9849035587192407,2.0,4.0,4.93,39,63,140,36.16712328767123,38.35616438356164,1 bath,23.762328767123286,2.0,0.0,3.1403735593131836
1086,"Mortsel, Belgium",within a few hours,100.0,50.0,f,host neighbourhood not available,1,"['email', 'phone']",t,"Antwerpen, Vlaanderen, Belgium",Entire rental unit,Entire home/apt,1.0,30,1125,t,0,1,1,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,40.38630136986301,40.38630136986301,1.3430033454350618,1.0,2.0,0.33,0,0,90,10.032876712328767,24.65753424657534,1 bath,20.193150684931506,2.0,0.0,3.3253932642547834
1087,host location not available,within an hour,100.0,100.0,f,host neighbourhood not available,1,"['email', 'phone']",t,neighbourhood not available,Entire condo,Entire home/apt,2.0,7,1125,t,18,4,4,1,4.75,5.0,5.0,4.75,5.0,5.0,5.0,f,176.0,176.0,0.0,2.0,3.0,0.9,48,78,168,81.00821917808219,46.02739726027397,1.5 baths,58.666666666666664,1.5,0.0,0.0
1088,"Antwerp, Belgium",within an hour,100.0,100.0,f,host neighbourhood not available,123,"['email', 'phone']",t,"Antwerpen, Vlaanderen, Belgium",Entire rental unit,Entire home/apt,2.0,1,5,t,21,12,8,1,4.17,4.08,4.67,4.17,4.58,4.92,4.17,t,74.77534246575343,74.77534246575343,34.838070391131744,5.0,12.0,0.55,51,78,353,72.15890410958905,96.7123287671233,1.5 baths,6.231278538812785,2.4,0.0,46.59031873653716
1089,"Antwerp, Belgium",within an hour,100.0,100.0,f,host neighbourhood not available,123,"['email', 'phone']",t,"Antwerpen, Vlaanderen, Belgium",Entire rental unit,Entire home/apt,2.0,1,5,t,20,51,22,0,4.12,4.06,3.98,4.47,4.47,4.76,4.02,t,74.77534246575343,74.77534246575343,34.838070391131744,5.0,12.0,2.34,50,73,345,70.32054794520548,94.52054794520548,1.5 baths,6.231278538812785,2.4,0.0,46.59031873653716
1090,"Antwerp, Belgium",within an hour,100.0,100.0,f,host neighbourhood not available,123,"['email', 'phone']",t,"Antwerpen, Vlaanderen, Belgium",Entire rental unit,Entire home/apt,2.0,1,5,t,21,62,37,0,4.23,4.29,4.18,4.42,4.48,4.87,4.24,t,74.77534246575343,74.77534246575343,34.838070391131744,5.0,12.0,3.14,51,78,353,72.15890410958905,96.7123287671233,1.5 baths,6.231278538812785,2.4,0.0,46.59031873653716
1091,"Antwerp, Belgium",within an hour,100.0,100.0,f,host neighbourhood not available,123,"['email', 'phone']",t,"Antwerpen, Vlaanderen, Belgium",Entire rental unit,Entire home/apt,2.0,1,5,t,20,16,11,0,3.94,4.13,3.88,4.56,4.25,4.88,4.19,t,74.77534246575343,74.77534246575343,34.838070391131744,5.0,12.0,0.76,50,73,345,70.32054794520548,94.52054794520548,1.5 baths,6.231278538812785,2.4,0.0,46.59031873653716
1092,"Antwerp, Belgium",within an hour,100.0,100.0,f,host neighbourhood not available,123,"['email', 'phone']",t,"Antwerpen, Vlaanderen, Belgium",Entire rental unit,Entire home/apt,2.0,1,5,t,16,28,8,0,3.82,3.82,3.5,4.18,4.11,4.46,3.68,t,74.77534246575343,74.77534246575343,34.838070391131744,5.0,12.0,1.33,39,61,303,57.605479452054794,83.01369863013699,2 baths,6.231278538812785,2.4,0.0,46.59031873653716
1093,"Antwerp, Belgium",within an hour,100.0,99.0,f,host neighbourhood not available,211,"['email', 'phone']",t,"Antwerpen, Vlaanderen, Belgium",Entire rental unit,Entire home/apt,2.0,1,5,t,10,120,80,6,4.18,4.18,3.87,4.39,4.44,4.84,4.24,t,74.77534246575343,74.77534246575343,34.838070391131744,4.0,12.0,6.62,29,47,291,54.64383561643836,79.72602739726027,2.5 baths,6.231278538812785,3.0,0.0,46.59031873653716
1094,"Antwerp, Belgium",within an hour,100.0,100.0,f,host neighbourhood not available,123,"['email', 'phone']",t,"Antwerpen, Vlaanderen, Belgium",Entire rental unit,Entire home/apt,2.0,1,5,t,16,54,41,0,3.89,3.83,3.57,4.48,4.5,4.85,4.0,t,74.77534246575343,74.77534246575343,34.838070391131744,5.0,12.0,2.57,39,61,303,57.605479452054794,83.01369863013699,2 baths,6.231278538812785,2.4,0.0,46.59031873653716
1095,"Antwerp, Belgium",within an hour,100.0,99.0,f,host neighbourhood not available,211,"['email', 'phone']",t,"Antwerpen, Vlaanderen, Belgium",Entire rental unit,Entire home/apt,2.0,1,5,t,10,8,5,1,3.75,3.63,3.75,4.38,4.38,4.5,4.25,t,74.77534246575343,74.77534246575343,34.838070391131744,4.0,12.0,0.45,29,47,291,54.64383561643836,79.72602739726027,2.5 baths,6.231278538812785,3.0,0.0,46.59031873653716
1096,"Antwerp, Belgium",within a few hours,100.0,89.0,t,host neighbourhood not available,1,"['email', 'phone']",t,"Antwerpen, Vlaanderen, Belgium",Entire condo,Entire home/apt,2.0,1,120,t,4,94,62,4,4.84,4.78,4.85,4.8,4.88,4.9,4.83,f,121.28767123287672,121.28767123287672,17.905029875335877,3.0,3.0,5.33,4,4,4,1.4109589041095891,1.095890410958904,1 bath,40.42922374429224,1.0,0.0,14.76244839507024
1097,"Antwerp, Belgium",within an hour,100.0,100.0,t,host neighbourhood not available,2,"['email', 'phone']",t,"Antwerpen, Vlaanderen, Belgium",Entire rental unit,Entire home/apt,1.0,2,15,t,13,91,35,0,4.97,5.0,5.0,5.0,5.0,4.93,4.96,f,111.38356164383562,111.38356164383562,13.052967050379957,1.0,2.0,4.25,38,62,294,89.55068493150685,80.54794520547945,1 bath,55.69178082191781,2.0,0.0,11.7189348748953
1098,"Antwerp, Belgium",within a few hours,100.0,57.0,f,host neighbourhood not available,1,"['email', 'phone']",t,"Antwerpen, Vlaanderen, Belgium",Entire rental unit,Entire home/apt,2.0,21,1125,t,0,8,3,0,4.88,4.88,5.0,5.0,4.88,4.63,4.75,f,119.54794520547945,119.54794520547945,4.9725651059843345,2.0,4.0,0.44,0,28,303,99.61643835616438,83.01369863013699,1.5 baths,29.886986301369863,2.0,0.0,4.159473504490162
1099,host location not available,a few days or more,0.0,0.0,f,host neighbourhood not available,1,['phone'],t,"Antwerpen, Vlaanderen, Belgium",Entire rental unit,Entire home/apt,1.0,3,1125,t,2,17,0,0,5.0,4.82,4.76,4.94,5.0,4.47,4.76,f,50.00821917808219,50.00821917808219,0.15702717677706501,1.0,2.0,0.79,21,43,133,18.22739726027397,36.43835616438356,1.5 baths,25.004109589041096,2.0,0.0,0.314002736665911
1100,"Tallinn, Estonia",within an hour,100.0,99.0,f,host neighbourhood not available,7,"['email', 'phone']",t,neighbourhood not available,Entire rental unit,Entire home/apt,1.510843373493976,1,1125,t,22,35,33,1,4.46,4.43,4.6,4.83,4.66,4.86,4.43,t,706.3780821917808,706.3780821917808,413.42725892155295,1.0,2.0,1.73,52,82,82,27.09315068493151,22.465753424657535,1 bath,353.1890410958904,2.0,0.0,58.52775862449649
1101,"Antwerp, Belgium",within an hour,93.0,98.0,f,host neighbourhood not available,4,['phone'],t,"Antwerpen, Vlaanderen, Belgium",Entire rental unit,Entire home/apt,1.0,2,1125,t,19,47,25,2,4.68,4.79,4.53,4.83,4.66,4.83,4.68,f,85.64931506849315,85.64931506849315,3.699982301994779,2.2309437386569875,2.0,2.17,49,69,69,16.2,18.904109589041095,1 bath,42.824657534246576,1.8929883176412219,0.0,4.319920479265864
1102,host location not available,within an hour,100.0,100.0,t,host neighbourhood not available,1,['phone'],f,"Antwerpen, Vlaanderen, Belgium",Entire rental unit,Entire home/apt,1.0,1,1125,t,0,29,7,0,4.83,4.97,4.72,4.97,4.93,4.86,4.86,t,77.18356164383562,77.18356164383562,0.8430409533790173,1.0,2.0,1.34,0,0,87,18.45205479452055,23.835616438356162,1 bath,38.59178082191781,2.0,0.0,1.0922545363600074
1103,"Antwerp, Belgium",within an hour,100.0,99.0,f,host neighbourhood not available,20,"['email', 'phone']",t,"Antwerpen, Vlaanderen, Belgium",Entire rental unit,Entire home/apt,1.0,1,60,t,24,30,11,0,4.9,4.9,4.9,4.93,4.83,4.87,4.8,t,102.04109589041096,102.04109589041096,65.31315905733294,2.0,4.0,1.39,54,78,349,97.41095890410959,95.61643835616438,1.5 baths,25.51027397260274,2.0,0.0,64.00672051530816
1104,host location not available,within an hour,100.0,100.0,f,host neighbourhood not available,2,"['email', 'phone']",t,neighbourhood not available,Entire rental unit,Entire home/apt,1.0,1,365,t,15,24,24,1,4.54,4.58,4.63,4.83,4.88,4.75,4.54,t,88.67123287671232,88.67123287671232,2.95875862427444,1.0,2.0,5.45,15,15,15,4.098630136986301,4.10958904109589,1 bath,44.33561643835616,2.0,0.0,3.336773977630683
1105,"Antwerp, Belgium",within a few hours,100.0,100.0,f,host neighbourhood not available,2,"['email', 'phone']",t,"Antwerpen, Vlaanderen, Belgium",Entire guest suite,Entire home/apt,1.510843373493976,2,1125,t,0,2,2,0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,f,65.0,65.0,0.0,2.0,2.0,0.21,0,0,76,13.534246575342467,20.82191780821918,1 bath,32.5,1.0,0.0,0.0
1106,"Antwerp, Belgium",within an hour,97.0,100.0,f,host neighbourhood not available,16,"['email', 'phone']",t,"Antwerpen, Vlaanderen, Belgium",Room in aparthotel,Entire home/apt,1.510843373493976,1,1125,t,28,13,7,0,4.08,4.46,4.31,4.85,4.62,4.08,4.0,t,153.17534246575343,153.17534246575343,244.4070913730054,1.0,2.0,0.73,58,80,288,64.5095890410959,78.9041095890411,1 bath,76.58767123287672,2.0,0.0,159.5603361733298
1107,"Antwerp, Belgium",within an hour,97.0,100.0,f,host neighbourhood not available,16,"['email', 'phone']",t,"Antwerpen, Vlaanderen, Belgium",Room in aparthotel,Entire home/apt,1.510843373493976,7,1125,t,28,0,0,0,4.657249488752556,4.733232271325797,4.655092497430628,4.79267214799589,4.81198869475848,4.753273381294964,4.650775950668037,t,137.9972602739726,137.9972602739726,219.89618552866193,1.0,2.0,1.745327198364008,58,84,344,132.95342465753424,94.24657534246576,1 bath,68.9986301369863,2.0,0.0,159.34822553150073
1108,"Antwerp, Belgium",within an hour,97.0,100.0,f,host neighbourhood not available,16,"['email', 'phone']",t,"Antwerpen, Vlaanderen, Belgium",Room in aparthotel,Entire home/apt,1.510843373493976,1,1125,t,0,0,0,0,4.657249488752556,4.733232271325797,4.655092497430628,4.79267214799589,4.81198869475848,4.753273381294964,4.650775950668037,t,149.12876712328767,149.12876712328767,245.61161015677885,1.0,2.0,1.745327198364008,19,36,214,45.74246575342466,58.63013698630137,1 bath,74.56438356164384,2.0,0.0,164.69767362438324
1109,"Antwerp, Belgium",within an hour,97.0,100.0,f,host neighbourhood not available,16,"['email', 'phone']",t,"Antwerpen, Vlaanderen, Belgium",Room in aparthotel,Entire home/apt,1.0,1,1125,t,27,50,18,1,4.04,4.3,4.3,4.42,4.34,4.1,4.04,t,163.92328767123288,163.92328767123288,241.37033155753522,1.0,2.0,2.38,57,79,246,63.62191780821918,67.3972602739726,1 bath,81.96164383561644,2.0,0.0,147.24590690349703
1110,"Antwerp, Belgium",within an hour,97.0,100.0,f,host neighbourhood not available,16,"['email', 'phone']",t,"Antwerpen, Vlaanderen, Belgium",Room in aparthotel,Entire home/apt,1.0,7,1125,t,27,6,5,0,4.83,4.83,4.83,4.67,4.67,4.67,4.5,t,147.4082191780822,147.4082191780822,217.23719866015136,1.0,2.0,0.41,57,83,295,130.5205479452055,80.82191780821918,1 bath,73.7041095890411,2.0,0.0,147.3711573692574
1111,host location not available,a few days or more,0.0,0.0,f,host neighbourhood not available,1,"['email', 'phone']",t,neighbourhood not available,Entire rental unit,Entire home/apt,3.0,40,40,t,30,3,0,0,4.0,4.33,3.33,4.67,4.67,4.0,4.33,t,119.0,119.0,0.0,4.0,4.0,0.14,60,90,90,29.34246575342466,24.65753424657534,1.5 baths,29.75,1.0,0.0,0.0
1112,"Antwerp, Belgium",within an hour,100.0,100.0,t,host neighbourhood not available,5,"['email', 'phone']",t,neighbourhood not available,Entire home,Entire home/apt,3.0,2,1125,t,20,50,35,1,4.9,4.92,4.92,4.94,4.94,4.94,4.84,f,330.758904109589,330.758904109589,9.197285726223292,6.0,12.0,2.76,49,73,240,217.8849315068493,65.75342465753424,3.5 baths,27.56324200913242,2.0,0.0,2.7806615670657777
1113,host location not available,within an hour,100.0,99.0,f,host neighbourhood not available,4,['phone'],t,neighbourhood not available,Entire rental unit,Entire home/apt,1.510843373493976,1,1125,t,20,54,26,1,4.57,4.65,4.54,4.83,4.91,4.67,4.54,f,89.0931506849315,89.0931506849315,39.58329765138321,2.0,4.0,2.58,49,79,175,46.68219178082192,47.94520547945205,1 bath,22.273287671232875,2.0,0.0,44.42911418787439
1114,Netherlands,within an hour,100.0,98.0,t,host neighbourhood not available,2,"['email', 'phone']",t,"Antwerpen, Vlaanderen, Belgium",Entire rental unit,Entire home/apt,1.0,2,1125,t,22,106,69,2,4.92,4.92,4.88,4.92,4.96,4.9,4.8,f,122.59178082191781,122.59178082191781,21.488699773923198,1.0,3.0,5.25,42,60,226,76.26027397260275,61.917808219178085,1.5 baths,40.86392694063927,3.0,0.0,17.528662712827888
1115,"Lommel, Belgium",within an hour,100.0,100.0,t,host neighbourhood not available,3,"['email', 'phone']",t,neighbourhood not available,Private room in bed and breakfast,Private room,1.0,1,14,t,12,40,8,0,4.85,4.88,4.95,4.93,4.93,4.78,4.83,t,115.64657534246575,115.64657534246575,10.520702800446578,1.0,2.0,1.95,27,51,299,94.06027397260274,81.91780821917808,1 private bath,57.823287671232876,2.0,0.0,9.09728867395466
1116,"Antwerp, Belgium",within an hour,100.0,97.0,t,host neighbourhood not available,2,"['email', 'phone', 'work_email']",t,neighbourhood not available,Entire home,Entire home/apt,3.0,2,1125,t,11,82,53,2,4.98,4.93,4.93,4.91,4.99,4.94,4.89,f,186.56164383561645,186.56164383561645,57.85192976478968,4.0,8.0,4.26,24,45,245,125.16986301369863,67.12328767123287,2.5 baths,23.320205479452056,2.0,0.0,31.00955189683271
1117,"Brasschaat, Belgium",within an hour,100.0,97.0,t,host neighbourhood not available,1,"['email', 'phone']",t,neighbourhood not available,Entire rental unit,Entire home/apt,2.0,2,1125,t,0,34,19,0,4.82,4.85,4.62,4.85,5.0,4.56,4.79,f,89.97808219178083,89.97808219178083,7.310203740627861,2.0,4.0,1.71,0,0,56,13.654794520547945,15.342465753424658,1 bath,22.494520547945207,2.0,0.0,8.124427152211098
1118,"Nederland, CO",within a few hours,91.0,41.0,f,host neighbourhood not available,5,"['email', 'phone']",t,neighbourhood not available,Entire rental unit,Entire home/apt,2.0,5,1125,t,0,12,3,0,4.42,4.5,4.75,4.75,4.67,4.75,4.5,f,75.26575342465753,75.26575342465753,1.6435203420882076,3.0,5.0,0.59,2,30,305,62.78356164383562,83.56164383561644,1 bath,15.053150684931506,1.6666666666666667,0.0,2.1836230520609923
1119,"Antwerp, Belgium",response not available,95.51634665282823,88.03380009657171,f,host neighbourhood not available,1,"['email', 'phone']",f,"Antwerpen, Vlaanderen, Belgium",Entire rental unit,Entire home/apt,2.0,2,3,t,0,0,0,0,4.657249488752556,4.733232271325797,4.655092497430628,4.79267214799589,4.81198869475848,4.753273381294964,4.650775950668037,t,64.86849315068493,64.86849315068493,4.416405377615464,2.0,2.0,1.745327198364008,0,0,0,0.0,0.0,1 bath,32.43424657534246,1.0,0.0,6.808244130716074
1120,"Antwerp, Belgium",within an hour,90.0,97.0,f,host neighbourhood not available,1,"['email', 'phone']",t,neighbourhood not available,Entire rental unit,Entire home/apt,1.0,2,1125,t,6,80,43,2,4.55,4.58,4.45,4.73,4.8,4.96,4.59,f,65.71780821917808,65.71780821917808,1.0868017482697365,1.0,2.0,3.9,24,49,49,8.76986301369863,13.424657534246576,1.5 baths,32.85890410958904,2.0,0.0,1.653740101381806
1121,"Rotterdam, Netherlands",within a few hours,90.0,56.0,t,host neighbourhood not available,6,"['email', 'phone']",t,neighbourhood not available,Entire condo,Entire home/apt,1.0,20,40,t,8,2,0,0,5.0,5.0,4.5,5.0,5.0,5.0,4.5,f,70.0,70.0,0.0,1.0,2.0,0.12,36,66,66,12.657534246575343,18.08219178082192,1.5 baths,35.0,2.0,0.0,0.0
1122,"Kinrooi, Belgium",within an hour,100.0,99.0,f,host neighbourhood not available,5,"['email', 'phone']",t,neighbourhood not available,Entire rental unit,Entire home/apt,2.0,30,1125,t,0,0,0,0,4.657249488752556,4.733232271325797,4.655092497430628,4.79267214799589,4.81198869475848,4.753273381294964,4.650775950668037,t,185.0,185.0,0.0,2.0,4.0,1.745327198364008,0,0,0,0.0,0.0,1 bath,46.25,2.0,0.0,0.0
1123,"Antwerp, Belgium",within an hour,100.0,100.0,f,host neighbourhood not available,2,"['email', 'phone']",t,"Antwerpen, Vlaanderen, Belgium",Entire rental unit,Entire home/apt,1.0,1,365,t,20,54,15,0,4.91,4.94,4.87,4.8,4.91,4.96,4.83,t,102.5068493150685,102.5068493150685,12.811528213129103,2.0,2.0,2.73,46,74,74,21.764383561643836,20.273972602739725,1 bath,51.25342465753425,1.0,0.0,12.498216752083717
1124,"Antwerp, Belgium",within an hour,100.0,100.0,t,host neighbourhood not available,1,"['email', 'phone']",t,"Antwerpen, Vlaanderen, Belgium",Entire rental unit,Entire home/apt,1.0,2,180,t,15,49,45,6,5.0,4.98,4.96,4.92,4.96,4.9,5.0,t,166.92328767123288,166.92328767123288,12.360635414202743,2.0,3.0,3.77,34,51,79,36.035616438356165,21.643835616438356,1 bath,55.64109589041096,1.5,0.0,7.404979608685807
